# Wordlist

# DATA
ID	DOCULECT	CONCEPT	GLOSSID	IPA	ALIGNMENT	CROSSIDS	TMP_STRUCTURE	TMP_TOKENS
10145	Maru	turn over (on bed) (v.)	488	kauŋ³¹phauk⁵⁵	k au ŋ ³¹ + ph au k ⁵⁵	1008 1009	i r t + i r t	k auŋ ³¹ + ph auk ⁵⁵
#
4699	Achang_Longchuan	twenty	489	tă³¹sau⁵⁵	t ă ³¹ + s au ⁵⁵	1010 1011	i r t + i r t	t ă ³¹ + s au ⁵⁵
4707	Maru	twenty	489	ʃi̱k⁵⁵tshɛ³¹	ˀʃ i k ⁵⁵ + tsh ɛ ³¹	1012 1011	i r t + i r t	ˀʃ ik ⁵⁵ + tsh ɛ ³¹
#
11306	Maru	twist (a towel) (v.)	490	tʃa̱p⁵⁵	ˀtʃ a p ⁵⁵	1014	i r t	ˀtʃ ap ⁵⁵
11408	Achang_Longchuan	twist (a towel) (v.)	490	tshit⁵⁵	tsʰ i t ⁵⁵	1013	i r t	tsʰ it ⁵⁵
#
4713	Achang_Longchuan	two	491	sək⁵⁵	s ə k ⁵⁵	1015	i r t	s ək ⁵⁵
4722	Maru	two	491	ʃi̱k⁵⁵	ˀʃ i k ⁵⁵	1015	i r t	ˀʃ ik ⁵⁵
#
10901	Achang_Longchuan	understand (v.)	492	sa³⁵	s a ³⁵	1016	i r t	s a ³⁵
10904	Maru	understand (v.)	492	sɛ⁵⁵	s ɛ ⁵⁵	1016	i r t	s ɛ ⁵⁵
#
9790	Maru	use or lean on (a walking stic (v.)	493	thauk⁵⁵	th au k ⁵⁵	1017	i r t	th auk ⁵⁵
10651	Achang_Longchuan	use or lean on (a walking stic (v.)	493	thu⁵⁵ʐaŋ³¹	tʰ u - ⁵⁵ + ʐ a ŋ ³¹	1017 1018	i r t + i r t	tʰ u ⁵⁵ + ʐ aŋ ³¹
#
9852	Achang_Longchuan	wake up (v.)	494	pa⁵⁵	p a - ⁵⁵	1019	i r t	p a ⁵⁵
11418	Maru	wake up (v.)	494	pum³⁵	p u m ³⁵	1019	i r t	p um ³⁵
#
10512	Maru	warm	495	ŋjø³⁵	ŋ j ø ³⁵	1021	i m r t	ŋj j jø ³⁵
10748	Achang_Longchuan	warm	495	lum⁵⁵	l u m ⁵⁵	1020	i r t	l um ⁵⁵
#
10530	Achang_Longchuan	water / sprinkle / irrigate (v.)	496	kən³¹	k ə n ³¹	1022	i r t	k ən ³¹
#
4894	Achang_Longchuan	we [first person plural inclusive]	497	ŋɔ⁵⁵tuʔ³¹	ŋ ɔ ⁵⁵ + t u ʔ ³¹	1023 1024	i r t + i r t	ŋ ɔ ⁵⁵ + t uʔ ³¹
4898	Maru	we [first person plural inclusive]	497	ŋɔ̆³¹na̱uŋ⁵⁵	ŋ ɔ̆ ³¹ + ˀn au ŋ ⁵⁵	1023 1025	i r t + i r t	ŋ ɔ̆ ³¹ + ˀn auŋ ⁵⁵
#
4951	Achang_Longchuan	wet	498	phet⁵⁵	pʰ e t ⁵⁵	1027	i r t	pʰ et ⁵⁵
4958	Maru	wet	498	tʃu̱k⁵⁵	ˀtʃ u k ⁵⁵	1028	i r t	ˀtʃ uk ⁵⁵
#
4963	Achang_Longchuan	what	499	pi³¹si⁵⁵	p i ³¹ + s i ⁵⁵	1029 1030	i r t + i r t	p i ³¹ + s i ⁵⁵
4971	Maru	what	499	pɛ̱⁵⁵	ˀp ɛ ⁵⁵	1029	i r t	ˀp ɛ ⁵⁵
#
4984	Achang_Longchuan	where	500	xoi⁵⁵thɔʔ⁵⁵	x oi ⁵⁵ + tʰ ɔ ʔ ⁵⁵	1031 1032	i r t + i r t	x oi ⁵⁵ + tʰ ɔʔ ⁵⁵
4992	Maru	where	500	mhə̆³¹mɛ³¹	mh ə̆ ³¹ + m ɛ ³¹	1033 1034	i r t + i r t	mh ə̆ ³¹ + m ɛ ³¹
#
4998	Achang_Longchuan	white	501	phʐo⁵⁵	pʰ ʐ o ⁵⁵	1035	i m r t	pʰʐ ʐ ʐo ⁵⁵
5005	Maru	white	501	phju³¹	ph j u ³¹	1035	i m r t	phj j ju ³¹
#
5014	Achang_Longchuan	who	502	xau⁵⁵	x au ⁵⁵	1036	i r t	x au ⁵⁵
5023	Maru	who	502	khə̆³¹jauk³¹	kh ə̆ ³¹ + /ʔ j au k ³¹	1036 1037	i r t + i m r t	kh ə̆ ³¹ + ʔj j jauk ³¹
#
5202	Achang_Longchuan	yellow	503	ləŋ³⁵	l ə ŋ ³⁵	1039	i r t	l əŋ ³⁵
5208	Maru	yellow	503	xui³¹	x u i ³¹	1040	i m r t	xu u ui ³¹
#
6529	Achang_Longchuan	yesterday	504	man³⁵	m a n ³⁵	1041	i r t	m an ³⁵
6590	Maru	yesterday	504	a³¹ŋji³¹nɛʔ³¹	/ʔ a ³¹ + ŋ j i ³¹ + n ɛ ʔ ³¹	1042 1043 1044	i r t + i m r t + i r t	ʔ a ³¹ + ŋj j ji ³¹ + n ɛʔ ³¹
#
5220	Achang_Longchuan	you [second person plural]	505	nuaŋ⁵⁵tuʔ³¹	n u a ŋ ⁵⁵ + t u ʔ ³¹	1045 1046	i m r t + i r t	nu u uaŋ ⁵⁵ + t uʔ ³¹
5226	Maru	you [second person plural]	505	nɔ̃̆³¹na̱uŋ⁵⁵	n ɔ̃̆ ∼ ³¹ + ˀn - au ŋ ⁵⁵	1047 1045	i r t + i r t	n ɔ̃̆∼ ³¹ + ˀn auŋ ⁵⁵
#
6219	Maru	young	506	ŋai³¹	ŋ ai ³¹	1048	i r t	ŋ ai ³¹
6591	Achang_Longchuan	young	506	nom³⁵	n o m ³⁵	1047	i r t	n om ³⁵
